iteration,particle_id,process_index,parameters,revenue,co2_emission,score,pbest_position,pbest_score,particle_results
14,3,0,"[0, 158, 0.5]",0.09224748,0.347,0.12737626,"[0, 159, 0.5]",0.1272869725,"{'raw': {'char': 15.3634, 'electricity': -64.8898, 'CO2_emission': 23.1327, 'char_HHV': np.float64(8.946), 'char_kg_per_kg_wet': 0.2305}, 'products': {'char': np.float64(2.062), 'electricity': -0.9733}, 'emissions': {'CO2_emission': 0.347}}"
14,4,0,"[0, 158, 0.5]",0.05315542499999999,0.3543,0.1505722875,"[0, 165, 0.48]",0.134083485,"{'raw': {'char': 15.0012, 'electricity': -34.6353, 'CO2_emission': 23.6212, 'char_HHV': np.float64(8.954), 'char_kg_per_kg_wet': 0.225}, 'products': {'char': np.float64(2.015), 'electricity': -0.5195}, 'emissions': {'CO2_emission': 0.3543}}"
15,0,1,[1],0.00186826,0.5189,0.25851587000000004,[1],0.25851587000000004,"{'raw': {'electricity': -2.1823, 'CO2_emission': 51.8949}, 'products': {'electricity': -0.0218}, 'emissions': {'CO2_emission': 0.5189}}"
15,1,0,"[0, 158, 0.5]",0.092217485,0.3468,0.1272912575,"[0, 158, 0.5]",0.1272412575,"{'raw': {'char': 15.4565, 'electricity': -64.8349, 'CO2_emission': 23.123, 'char_HHV': np.float64(8.931), 'char_kg_per_kg_wet': 0.2318}, 'products': {'char': np.float64(2.071), 'electricity': -0.9725}, 'emissions': {'CO2_emission': 0.3468}}"
15,2,0,"[0, 158, 0.5]",0.092217485,0.3467,0.1272412575,"[0, 158, 0.5]",0.1272412575,"{'raw': {'char': 15.4379, 'electricity': -64.8381, 'CO2_emission': 23.1157, 'char_HHV': np.float64(8.934), 'char_kg_per_kg_wet': 0.2316}, 'products': {'char': np.float64(2.069), 'electricity': -0.9726}, 'emissions': {'CO2_emission': 0.3467}}"
15,3,0,"[0, 158, 0.5]",0.09223462499999999,0.3469,0.12733268749999999,"[0, 159, 0.5]",0.1272869725,"{'raw': {'char': 15.4007, 'electricity': -64.864, 'CO2_emission': 23.1242, 'char_HHV': np.float64(8.94), 'char_kg_per_kg_wet': 0.231}, 'products': {'char': np.float64(2.065), 'electricity': -0.973}, 'emissions': {'CO2_emission': 0.3469}}"
15,4,0,"[0, 158, 0.5]",0.09224748,0.347,0.12737626,"[0, 162, 0.5]",0.12737626,"{'raw': {'char': 15.3634, 'electricity': -64.8898, 'CO2_emission': 23.1327, 'char_HHV': np.float64(8.946), 'char_kg_per_kg_wet': 0.2305}, 'products': {'char': np.float64(2.062), 'electricity': -0.9733}, 'emissions': {'CO2_emission': 0.347}}"
16,0,1,[1],0.00186826,0.5189,0.25851587000000004,[1],0.25851587000000004,"{'raw': {'electricity': -2.1823, 'CO2_emission': 51.8949}, 'products': {'electricity': -0.0218}, 'emissions': {'CO2_emission': 0.5189}}"
16,1,0,"[0, 158, 0.5]",0.092217485,0.3467,0.1272412575,"[0, 158, 0.5]",0.1272412575,"{'raw': {'char': 15.4379, 'electricity': -64.8381, 'CO2_emission': 23.1157, 'char_HHV': np.float64(8.934), 'char_kg_per_kg_wet': 0.2316}, 'products': {'char': np.float64(2.069), 'electricity': -0.9726}, 'emissions': {'CO2_emission': 0.3467}}"
16,2,0,"[0, 158, 0.5]",0.092217485,0.3467,0.1272412575,"[0, 158, 0.5]",0.1272412575,"{'raw': {'char': 15.4379, 'electricity': -64.8381, 'CO2_emission': 23.1157, 'char_HHV': np.float64(8.934), 'char_kg_per_kg_wet': 0.2316}, 'products': {'char': np.float64(2.069), 'electricity': -0.9726}, 'emissions': {'CO2_emission': 0.3467}}"
16,3,0,"[0, 158, 0.5]",0.092217485,0.3467,0.1272412575,"[0, 158, 0.5]",0.1272412575,"{'raw': {'char': 15.4379, 'electricity': -64.8381, 'CO2_emission': 23.1157, 'char_HHV': np.float64(8.934), 'char_kg_per_kg_wet': 0.2316}, 'products': {'char': np.float64(2.069), 'electricity': -0.9726}, 'emissions': {'CO2_emission': 0.3467}}"
16,4,0,"[0, 158, 0.5]",0.09223462499999999,0.3469,0.12733268749999999,"[0, 160, 0.5]",0.12733268749999999,"{'raw': {'char': 15.4007, 'electricity': -64.864, 'CO2_emission': 23.1242, 'char_HHV': np.float64(8.94), 'char_kg_per_kg_wet': 0.231}, 'products': {'char': np.float64(2.065), 'electricity': -0.973}, 'emissions': {'CO2_emission': 0.3469}}"
17,0,1,[1],0.00186826,0.5189,0.25851587000000004,[1],0.25851587000000004,"{'raw': {'electricity': -2.1823, 'CO2_emission': 51.8949}, 'products': {'electricity': -0.0218}, 'emissions': {'CO2_emission': 0.5189}}"
17,1,0,"[0, 158, 0.5]",0.092217485,0.3467,0.1272412575,"[0, 158, 0.5]",0.1272412575,"{'raw': {'char': 15.4379, 'electricity': -64.8381, 'CO2_emission': 23.1157, 'char_HHV': np.float64(8.934), 'char_kg_per_kg_wet': 0.2316}, 'products': {'char': np.float64(2.069), 'electricity': -0.9726}, 'emissions': {'CO2_emission': 0.3467}}"
17,2,0,"[0, 158, 0.5]",0.092217485,0.3467,0.1272412575,"[0, 158, 0.5]",0.1272412575,"{'raw': {'char': 15.4379, 'electricity': -64.8381, 'CO2_emission': 23.1157, 'char_HHV': np.float64(8.934), 'char_kg_per_kg_wet': 0.2316}, 'products': {'char': np.float64(2.069), 'electricity': -0.9726}, 'emissions': {'CO2_emission': 0.3467}}"
17,3,0,"[0, 158, 0.5]",0.092217485,0.3468,0.1272912575,"[0, 158, 0.5]",0.1272412575,"{'raw': {'char': 15.4565, 'electricity': -64.8349, 'CO2_emission': 23.123, 'char_HHV': np.float64(8.931), 'char_kg_per_kg_wet': 0.2318}, 'products': {'char': np.float64(2.071), 'electricity': -0.9725}, 'emissions': {'CO2_emission': 0.3468}}"
17,4,0,"[0, 158, 0.5]",0.09222177000000001,15.0,7.453889115,"[0, 160, 0.5]",0.12733268749999999,"{'raw': {'char': 15.4751, 'electricity': -64.8318, 'CO2_emission': 1000.0, 'char_HHV': np.float64(8.928), 'char_kg_per_kg_wet': 0.2321}, 'products': {'char': np.float64(2.072), 'electricity': -0.9725}, 'emissions': {'CO2_emission': 15.0}}"
18,0,1,[1],0.00186826,0.5189,0.25851587000000004,[1],0.25851587000000004,"{'raw': {'electricity': -2.1823, 'CO2_emission': 51.8949}, 'products': {'electricity': -0.0218}, 'emissions': {'CO2_emission': 0.5189}}"
18,1,0,"[0, 158, 0.5]",0.092217485,0.3467,0.1272412575,"[0, 158, 0.5]",0.1272412575,"{'raw': {'char': 15.4379, 'electricity': -64.8381, 'CO2_emission': 23.1157, 'char_HHV': np.float64(8.934), 'char_kg_per_kg_wet': 0.2316}, 'products': {'char': np.float64(2.069), 'electricity': -0.9726}, 'emissions': {'CO2_emission': 0.3467}}"
18,2,0,"[0, 158, 0.5]",0.092217485,0.3467,0.1272412575,"[0, 158, 0.5]",0.1272412575,"{'raw': {'char': 15.4379, 'electricity': -64.8381, 'CO2_emission': 23.1157, 'char_HHV': np.float64(8.934), 'char_kg_per_kg_wet': 0.2316}, 'products': {'char': np.float64(2.069), 'electricity': -0.9726}, 'emissions': {'CO2_emission': 0.3467}}"
18,3,0,"[0, 158, 0.5]",0.092217485,0.3467,0.1272412575,"[0, 158, 0.5]",0.1272412575,"{'raw': {'char': 15.4379, 'electricity': -64.8381, 'CO2_emission': 23.1157, 'char_HHV': np.float64(8.934), 'char_kg_per_kg_wet': 0.2316}, 'products': {'char': np.float64(2.069), 'electricity': -0.9726}, 'emissions': {'CO2_emission': 0.3467}}"
18,4,0,"[0, 158, 0.5]",0.092217485,0.3467,0.1272412575,"[0, 158, 0.5]",0.1272412575,"{'raw': {'char': 15.4379, 'electricity': -64.8381, 'CO2_emission': 23.1157, 'char_HHV': np.float64(8.934), 'char_kg_per_kg_wet': 0.2316}, 'products': {'char': np.float64(2.069), 'electricity': -0.9726}, 'emissions': {'CO2_emission': 0.3467}}"
19,0,1,[1],0.00186826,0.5189,0.25851587000000004,[1],0.25851587000000004,"{'raw': {'electricity': -2.1823, 'CO2_emission': 51.8949}, 'products': {'electricity': -0.0218}, 'emissions': {'CO2_emission': 0.5189}}"
19,1,0,"[0, 158, 0.5]",0.092217485,0.3467,0.1272412575,"[0, 158, 0.5]",0.1272412575,"{'raw': {'char': 15.4379, 'electricity': -64.8381, 'CO2_emission': 23.1157, 'char_HHV': np.float64(8.934), 'char_kg_per_kg_wet': 0.2316}, 'products': {'char': np.float64(2.069), 'electricity': -0.9726}, 'emissions': {'CO2_emission': 0.3467}}"
19,2,0,"[0, 158, 0.5]",0.092217485,0.3467,0.1272412575,"[0, 158, 0.5]",0.1272412575,"{'raw': {'char': 15.4379, 'electricity': -64.8381, 'CO2_emission': 23.1157, 'char_HHV': np.float64(8.934), 'char_kg_per_kg_wet': 0.2316}, 'products': {'char': np.float64(2.069), 'electricity': -0.9726}, 'emissions': {'CO2_emission': 0.3467}}"
19,3,0,"[0, 158, 0.5]",0.09222605499999999,0.3468,0.1272869725,"[0, 158, 0.5]",0.1272412575,"{'raw': {'char': 15.4193, 'electricity': -64.8508, 'CO2_emission': 23.1194, 'char_HHV': np.float64(8.937), 'char_kg_per_kg_wet': 0.2313}, 'products': {'char': np.float64(2.067), 'electricity': -0.9728}, 'emissions': {'CO2_emission': 0.3468}}"
19,4,0,"[0, 158, 0.5]",0.09222605499999999,0.3468,0.1272869725,"[0, 158, 0.5]",0.1272412575,"{'raw': {'char': 15.4193, 'electricity': -64.8508, 'CO2_emission': 23.1194, 'char_HHV': np.float64(8.937), 'char_kg_per_kg_wet': 0.2313}, 'products': {'char': np.float64(2.067), 'electricity': -0.9728}, 'emissions': {'CO2_emission': 0.3468}}"
